id,mz,rt,rtmin,rtmax,p_glc,mean_inten
121,377.2571,1.52,1.43,2,150000000,150000000
125,394.2833,1.52,1.43,2,49000000,49000000
131,435.3156,1.52,1.43,1.89,14000000,14000000
152,119.0844,1.55,1.46,1.86,3200000,3200000
223,735.561,1.57,1.49,2.09,3500000,3500000
365,102.0913,1.69,1.63,2.11,1600000,1600000
389,243.1828,1.74,1.57,1.91,260000000,260000000
390,243.6844,1.74,1.6,1.91,77000000,77000000
430,520.3324,1.8,1.74,1.94,12000000,12000000
531,243.6844,2,1.91,3.08,39000000,39000000
865,768.5365,2.6,2.49,3.2,8200000,8200000
866,769.54,2.6,2.49,3.23,3500000,3500000
918,394.2891,2.66,2.49,2.91,5900000,5900000
1035,415.2175,2.68,2.26,3.08,14000000,14000000
1165,735.5615,2.71,2.54,3,790000,790000
1271,245.2693,2.83,2.8,3.03,1800000,1800000
1318,170.077,2.94,2.86,3.11,150000000,150000000
1321,172.0854,2.94,2.86,3.37,850000,850000
1342,171.0845,2.97,2.77,3.63,13000000,13000000
1354,524.3709,2.97,2.8,3.63,6900000,6900000
1368,441.3425,3,2.94,3.28,690000,690000
1416,221.1655,3.05,2.88,3.4,70000000,70000000
1418,221.6686,3.05,2.94,3.43,18000000,18000000
1440,264.0958,3.08,2.94,3.43,8800000,8800000
1569,101.0232,3.48,3.28,3.63,300000,300000
1572,302.2018,3.48,3.37,3.6,590000000,590000000
1580,248.1742,3.51,3.37,4.2,420000,420000
1582,302.1862,3.51,3.28,3.6,4300000,4300000
1585,303.1993,3.51,2.97,3.94,94000000,94000000
1586,304.2028,3.51,2.94,3.94,6000000,6000000
1592,247.1733,3.54,2.97,4.2,7200000,7200000
1606,202.1854,3.6,3.51,3.91,1100000000,1100000000
1608,85.0641,3.63,3.23,3.94,1200000,1200000
1621,203.1774,3.63,3.51,4.14,130000000,130000000
1623,204.1803,3.63,3.51,3.83,7500000,7500000
1768,234.161,4.17,3.89,4.92,920000,920000
1773,232.1476,4.2,3.94,4.23,110000000,110000000
1794,114.0685,4.29,4.23,4.63,120000000,120000000
1925,147.0264,5.03,4.74,5.35,160000,160000
1992,218.1446,5.37,5.23,5.43,190000000,190000000
2000,220.1453,5.4,5,6.15,1600000,1600000
2004,85.0285,5.43,5.17,5.86,1900000,1900000
2194,118.0844,6.64,6.35,7.89,240000000,240000000
2215,118.0668,6.7,6.61,6.87,1300000,1300000
2220,166.0821,6.7,6.5,7.12,400000000,400000000
2244,167.0895,6.72,6.38,8.09,40000000,40000000
2246,168.0904,6.72,6.47,7.57,1700000,1700000
2256,520.2187,6.72,6.55,6.87,820000,820000
2265,120.0789,6.75,6.5,7.09,89000000,89000000
2319,86.0954,6.84,6.75,7.09,100000000,100000000
2332,132.0989,6.87,6.67,7.07,500000000,500000000
2378,206.1272,6.92,6.75,7.89,720000,720000
2380,256.1198,6.92,6.81,7.72,380000,380000
2404,205.1263,6.95,6.67,8.03,8900000,8900000
2417,222.1221,6.98,6.87,7.27,660000,660000
2460,132.0976,7.15,6.92,7.18,570000000,570000000
2480,86.0954,7.21,7.09,7.92,160000000,160000000
2485,132.0903,7.21,7.09,7.57,400000,400000
2489,132.1073,7.21,6.89,7.43,1600000,1600000
2501,133.1051,7.24,7.09,8.06,38000000,38000000
2502,134.106,7.24,7.07,7.97,2300000,2300000
2529,132.1124,7.27,6.92,7.52,440000,440000
2585,259.1733,7.32,7.07,8.2,4000000,4000000
2689,205.0917,7.6,7.49,7.69,45000000,45000000
2690,207.1014,7.6,7.46,7.8,290000,290000
2748,150.0606,7.66,7.55,7.92,140000000,140000000
2777,133.0297,7.69,7.63,7.89,19000000,19000000
2784,151.0554,7.69,7.55,8,1000000,1000000
2786,151.0616,7.69,7.49,8.49,7700000,7700000
2789,152.065,7.69,7.57,7.95,520000,520000
2792,233.0522,7.69,7.57,7.89,120000,120000
2957,116.073,8,7.86,8.4,430000000,430000000
2995,119.0903,8.06,7.95,8.23,11000000,11000000
3020,118.0878,8.09,7.83,8.12,200000000,200000000
3037,72.0799,8.12,8,8.49,41000000,41000000
3039,104.109,8.12,8.03,8.29,740000000,740000000
3300,162.1052,8.54,8.46,8.71,360000,360000
3301,162.1153,8.54,8.49,8.83,340000000,340000000
3315,163.1157,8.57,8.43,9.11,26000000,26000000
3317,164.119,8.57,8.46,8.8,2100000,2100000
3346,184.0878,8.6,8.51,8.88,770000,770000
3350,252.0466,8.6,8.49,8.71,220000,220000
3373,182.0778,8.63,8.46,8.88,120000000,120000000
3416,388.1271,8.66,8.51,8.83,660000,660000
3436,146.1152,8.69,8.57,8.77,66000000,66000000
3491,205.0643,8.74,8.66,8.83,31000000,31000000
3502,565.1876,8.74,8.51,8.83,420000,420000
3516,297.991,8.77,8.63,8.83,350000,350000
3527,201.5572,8.8,8.71,9.03,2100000,2100000
3532,236.0728,8.8,8.43,9.14,1900000,1900000
3537,266.0802,8.8,8.54,9.08,860000,860000
3560,221.0625,8.83,8.74,9.11,11000000,11000000
3565,241.5758,8.83,8.77,8.97,1600000,1600000
3566,264.0716,8.83,8.46,9.11,2700000,2700000
3572,290.5807,8.83,8.77,9.08,40000000,40000000
3573,291.5888,8.83,8.74,9.03,5200000,5200000
3574,292.0909,8.83,8.74,9,2100000,2100000
3575,292.5776,8.83,8.74,9,770000,770000
3577,306.0933,8.83,8.74,9.06,2000000,2000000
3579,311.0945,8.83,8.77,9,880000,880000
3608,213.0737,8.86,8.8,9.03,1300000,1300000
3611,221.5593,8.86,8.77,9.2,1400000,1400000
3629,291.0833,8.86,8.77,9.14,30000000,30000000
3633,293.5769,8.86,8.77,9.06,4600000,4600000
3634,294.0791,8.86,8.77,9.08,3700000,3700000
3635,294.5755,8.86,8.77,9.17,770000,770000
3639,306.5958,8.86,8.77,9.11,2500000,2500000
3670,213.5674,8.88,8.77,9.2,1700000,1700000
3673,219.015,8.88,8.8,9.2,1700000,1700000
3685,243.067,8.88,8.8,9,340000,340000
3697,281.0436,8.88,8.74,9.2,280000,280000
3702,290.0663,8.88,8.8,9.2,1500000,1500000
3751,264.0646,8.91,8.69,9.25,2700000,2700000
3755,274.084,8.91,8.83,9.03,450000,450000
3931,437.0546,9.08,8.8,9.38,2800000,2800000
3944,200.0403,9.11,8.8,9.17,88000000,88000000
3946,201.0421,9.11,8.8,9.2,1900000,1900000
3969,143.5505,9.14,8.97,9.2,630000,630000
3978,192.5556,9.14,8.77,9.2,1700000,1700000
3991,283.0858,9.14,8.77,9.2,9000000,9000000
4000,373.117,9.14,9,9.2,590000,590000
4031,132.0724,9.28,9.14,9.63,2400000000,2400000000
4032,132.0843,9.28,9.2,9.41,2900000,2900000
4042,132.06,9.33,9.17,9.35,970000,970000
4060,132.099,9.35,9.17,9.46,1800000,1800000
4063,134.0808,9.35,8.97,9.69,9500000,9500000
4098,260.1141,9.43,9.33,9.66,7000000,7000000
4111,120.0654,9.46,9.31,10.37,460000000,460000000
4143,156.0739,9.55,9.43,9.74,660000000,660000000
4146,157.08,9.55,9.41,9.83,44000000,44000000
4147,158.0809,9.55,9.43,9.74,2900000,2900000
4202,350.115,9.63,9.52,9.74,49000000,49000000
4223,84.0455,9.77,9.69,10,100000000,100000000
4226,130.0518,9.77,9.66,10.06,500000000,500000000
4227,147.0825,9.77,9.66,10.06,1400000000,1400000000
4228,149.083,9.77,9.66,10.09,8400000,8400000
4237,130.0438,9.8,9.69,9.97,780000,780000
4245,132.054,9.8,9.6,10.09,3200000,3200000
4252,147.0883,9.8,9.66,9.92,760000,760000
4256,148.0796,9.8,9.63,10.31,77000000,77000000
4414,106.0482,10.09,10,10.2,100000000,100000000
4455,310.0904,10.14,10.06,10.26,35000000,35000000
4462,76.0209,10.17,10.06,10.26,1600000,1600000
4478,309.0884,10.17,10.06,10.31,85000000,85000000
4489,184.0788,10.23,10.17,10.37,1400000000,1400000000
4499,696.1921,10.23,10.17,10.48,1300000,1300000
4522,367.1291,10.28,10.2,10.46,4700000,4700000
4525,368.1367,10.28,10.2,10.66,76000000,76000000
4532,185.0765,10.31,10.14,10.8,81000000,81000000
4534,186.0774,10.31,10.14,10.8,13000000,13000000
4546,148.0603,10.34,10.2,11.37,740000000,740000000
4549,150.0646,10.34,10.23,10.85,5900000,5900000
4563,149.0637,10.37,10.2,10.97,42000000,42000000
4649,216.0353,10.51,10.46,10.71,470000,470000
4736,308.0701,10.6,10.48,10.68,110000,110000
4744,156.074,10.63,10.51,10.83,19000000,19000000
4796,235.0765,10.68,10.6,10.8,490000,490000
4927,656.0839,10.88,10.83,11.05,2300000,2300000
4948,212.037,10.91,10.83,11.11,670000000,670000000
4984,213.0463,10.94,10.83,11.8,32000000,32000000
4985,214.0434,10.94,10.85,11.05,7400000,7400000
5000,424.0759,10.94,10.83,11.08,11000000,11000000
5099,630.058,11.05,10.91,11.14,1900000,1900000
5111,429.0337,11.08,10.97,11.2,3100000,3100000
5165,672.0732,11.14,11.08,11.28,390000,390000
5184,224.0718,11.17,11.05,11.6,10000000,10000000
5188,225.0789,11.17,11.05,11.48,1100000,1100000
5193,246.056,11.17,11.11,11.31,1300000,1300000
5212,400.1478,11.17,10.97,11.77,4800000,4800000
5289,243.1407,11.26,11.17,11.43,3000000,3000000
5409,465.0421,11.46,11.34,11.66,320000,320000
5425,428.0931,11.48,11.34,11.66,2500000,2500000
5444,676.1549,11.51,11.43,11.66,400000,400000
5450,97.0284,11.54,11.43,11.71,700000,700000
5465,328.5944,11.54,11.4,11.71,880000,880000
5483,611.0256,11.54,11.4,11.66,1700000,1700000
5487,656.1812,11.54,11.4,11.69,900000,900000
5587,553.9512,11.71,11.6,11.97,440000,440000
5609,507.986,11.74,11.66,11.91,860000,860000
5611,508.0154,11.74,11.63,11.91,850000,850000
5616,531.9695,11.74,11.6,12.37,4600000,4600000
5619,545.9497,11.74,11.6,12.2,1400000,1400000
5625,572.9961,11.74,11.63,12.31,1800000,1800000
5629,590.004,11.74,11.63,11.83,230000,230000
5699,186.0775,11.89,11.66,12.23,240000,240000
5722,615.1547,11.89,11.71,13.03,19000000,19000000
5723,616.1579,11.89,11.74,12.23,4400000,4400000
5725,617.16,11.89,11.77,12.06,790000,790000
5726,635.1285,11.89,11.74,12.43,15000000,15000000
5727,637.1251,11.89,11.77,12.14,1000000,1000000
5729,653.1016,11.89,11.8,12.11,240000,240000
5732,70.5702,11.91,11.8,12.06,720000,720000
5770,673.075,11.97,11.8,12.17,380000,380000
5784,657.1102,12,11.77,12.2,1100000,1100000
5787,679.092,12,11.94,12.14,210000,210000
5987,445.0348,12.34,12.17,12.69,440000,440000
6015,544.9134,12.4,12.37,12.66,290000,290000
6017,626.894,12.4,12.31,12.51,310000,310000
6049,503.0057,12.46,12.31,12.94,1200000,1200000
6050,508.9492,12.46,12.34,12.8,830000,830000
6051,522.9223,12.46,12.34,12.74,250000,250000
6056,549.969,12.46,12.31,13.12,1100000,1100000
6137,768.0802,12.54,12.4,12.8,450000,450000
6149,298.0105,12.57,12.54,12.77,110000,110000
6154,720.9414,12.57,12.51,12.74,460000,460000
6160,276.0255,12.6,12.51,12.89,240000,240000
6164,312.9843,12.6,12.51,12.97,250000,250000
6211,317.0551,12.63,12.54,12.83,150000,150000
6256,189.1561,12.69,12.63,12.89,19000000,19000000
6282,191.164,12.74,12.6,12.83,80000,80000
6352,524.9944,13.09,13.03,13.35,880000,880000
6396,251.0374,13.2,12.97,13.35,1300000,1300000
6421,646.987,13.23,13.12,13.4,290000,290000
6447,624.9927,13.26,13.15,13.35,830000,830000
6517,116.0689,13.52,13.38,13.78,20000000,20000000
6518,133.095,13.52,13.38,13.78,37000000,37000000
6520,216.0884,13.52,13.43,13.63,52000,52000
6525,253.0435,13.52,13.38,13.75,310000,310000
6615,347.1423,13.83,13.69,14.03,320000,320000
6621,230.1065,13.86,13.75,14.01,220000,220000
6628,147.1085,13.89,13.75,14.09,300000000,300000000
6629,149.1193,13.89,13.75,14.12,1300000,1300000
6630,213.0921,13.89,13.75,14.09,3300000,3300000
6637,316.1882,13.89,13.75,14.06,360000,360000
6653,130.0881,13.92,13.78,14.09,69000000,69000000
6660,148.1186,13.92,13.72,14.12,19000000,19000000
6675,84.0797,13.95,13.78,14.12,28000000,28000000
6683,132.0904,13.95,13.72,14.12,190000,190000
6843,128.9534,14.29,14.06,15.89,110000000,110000000
6876,186.9988,14.32,14.18,14.35,360000000,360000000
6991,104.9922,14.4,14.12,15.2,380000000,380000000
7082,368.9794,14.43,14.4,14.89,7000000,7000000
7099,532.9861,14.43,14.38,14.77,3900000,3900000
7172,268.9924,14.46,14.18,14.86,6000000,6000000
7221,271.0024,14.49,14.15,15.03,8600000,8600000
7300,450.9827,14.52,14.26,14.86,5900000,5900000
7304,513.9416,14.52,14.46,14.72,1600000,1600000
7384,120.965,14.55,14.21,14.77,31000000,31000000
7693,144.9273,14.72,14.06,15.89,65000000,65000000
2963,70.0651,8.03,7.86,8.8,14000000,14000000
6516,70.0652,13.52,13.38,14.06,1200000,1200000
7216,70.7721,14.49,14.32,14.77,1200000,1200000
2988,71.0685,8.06,7.89,8.51,840000,840000
6562,71.0685,13.58,13.38,13.81,95000,95000
7217,71.2434,14.49,14.35,14.92,580000,580000
6908,71.6596,14.35,14.26,14.63,760000,760000
4041,72.0555,9.33,9.14,9.49,800000,800000
4351,72.0808,10,9.89,10.17,1600000,1600000
5749,72.3455,11.94,11.83,12.03,99000,99000
3651,72.5193,8.88,8.83,9.17,390000,390000
5449,72.6877,11.54,11.43,11.66,630000,630000
3019,73.0842,8.09,7.89,8.77,2300000,2300000
7528,73.4345,14.63,14.32,14.69,470000,470000
4411,73.7911,10.09,9.97,10.23,4400000,4400000
6674,74.0236,13.95,13.81,14.03,140000,140000
4610,74.0237,10.48,10.37,10.71,2400000,2400000
4108,74.06,9.46,9.33,9.8,42000000,42000000
4370,74.06,10.03,9.8,10.4,3800000,3800000
3229,74.0713,8.4,8.34,8.54,460000,460000
2939,74.0964,7.95,7.89,8.09,3500000,3500000
4109,75.0634,9.46,9.41,9.72,1800000,1800000
7067,75.4463,14.43,14.29,14.69,2000000,2000000
1577,75.5494,3.51,3.17,3.94,1100000,1100000
4301,76.0393,9.89,9.74,11.03,29000000,29000000
2110,76.0757,6.18,5.78,6.78,4700000,4700000
4464,77.0231,10.17,10.06,10.28,1300000,1300000
2213,77.0384,6.7,6.55,6.95,220000,220000
4315,77.0427,9.92,9.8,10.06,550000,550000
2111,77.0791,6.18,5.86,6.55,190000,190000
7285,77.2212,14.52,14.38,14.72,980000,980000
6987,78.1087,14.4,14.26,14.66,1600000,1600000
364,78.1754,1.69,1.63,1.83,800000,800000
272,78.2807,1.6,1.52,1.91,2100000,2100000
985,78.2807,2.68,2.03,2.74,460000,460000
340,78.3921,1.63,1.55,1.77,720000,720000
273,78.5046,1.6,1.52,1.89,1300000,1300000
274,79.838,1.6,1.55,1.8,1100000,1100000
275,79.842,1.6,1.52,1.8,1200000,1200000
7168,79.8836,14.46,14.38,14.69,900000,900000
7286,80.771,14.52,14.29,14.6,710000,710000
7690,80.9538,14.72,14.52,15.4,1600000,1600000
3105,81.0448,8.23,8.14,8.37,680000,680000
276,81.1713,1.6,1.52,1.91,2200000,2200000
986,81.1713,2.68,2.54,2.88,470000,470000
277,81.2828,1.6,1.52,1.77,910000,910000
278,81.3952,1.6,1.46,2.03,12000000,12000000
987,81.3953,2.68,2.54,2.94,2700000,2700000
279,81.5067,1.6,1.49,2.03,4800000,4800000
988,81.5068,2.68,2.54,2.97,1200000,1200000
3911,81.5206,9.08,8.94,9.2,400000,400000
280,81.6182,1.6,1.55,1.74,910000,910000
4137,82.0525,9.55,9.46,9.69,760000,760000
2523,82.0652,7.27,7.07,7.77,560000,560000
148,82.7326,1.55,1.52,1.72,630000,630000
6140,82.9003,12.57,12.46,12.66,160000,160000
281,82.9526,1.6,1.49,1.89,1900000,1900000
989,82.9526,2.68,2.57,2.74,410000,410000
4087,83.0604,9.43,9.25,9.89,6000000,6000000
4412,83.0604,10.09,9.89,10.26,3100000,3100000
1381,83.0605,3.03,2.91,3.4,2400000,2400000
4465,84.0436,10.17,10,10.26,1800000,1800000
4541,84.0444,10.34,10.2,10.91,65000000,65000000
283,84.0619,1.6,1.52,1.77,860000,860000
1602,84.0808,3.6,3.54,3.71,1600000,1600000
200,84.2859,1.57,1.46,2.03,7400000,7400000
990,84.2859,2.68,2.54,2.94,1800000,1800000
284,84.3974,1.6,1.49,2,3400000,3400000
894,84.3974,2.66,2.54,2.94,720000,720000
201,84.5098,1.57,1.46,2.03,8900000,8900000
991,84.5099,2.68,2.54,2.94,2200000,2200000
6988,84.5578,14.4,14.29,14.63,1200000,1200000
202,84.6213,1.57,1.46,1.94,4000000,4000000
895,84.6214,2.66,2.54,2.94,930000,930000
285,84.7328,1.6,1.52,1.74,910000,910000
6794,84.9113,14.23,13.69,14.57,3800000,3800000
1763,85.0107,4.17,3.97,4.89,260000,260000
2399,85.0285,6.95,6.78,7.18,1300000,1300000
4555,85.0285,10.37,10.26,10.46,1400000,1400000
4224,85.0415,9.77,9.69,9.94,400000,400000
4271,85.0478,9.83,9.66,10.17,5200000,5200000
6652,85.0648,13.92,13.75,14.06,200000,200000
6677,85.0778,13.95,13.83,14.06,110000,110000
6708,85.0842,13.98,13.72,14.21,1500000,1500000
149,85.3934,1.55,1.43,2.03,3300000,3300000
635,85.3934,2.29,2.03,2.49,370000,370000
849,85.3934,2.6,2.49,2.68,340000,340000
150,85.5049,1.55,1.46,1.89,1300000,1300000
286,85.8432,1.6,1.52,1.8,660000,660000
4008,86.0601,9.17,9.08,9.38,3200000,3200000
2524,86.0933,7.27,7.21,7.43,250000,250000
2647,86.0977,7.52,7.46,7.63,340000,340000
203,86.7286,1.57,1.52,1.72,710000,710000
6795,86.9087,14.23,13.69,14.4,1500000,1500000
204,86.9525,1.57,1.49,1.89,1500000,1500000
896,86.9525,2.66,2.51,2.71,310000,310000
2773,87.0264,7.69,7.55,8,550000,550000
4371,87.0553,10.03,9.92,10.11,1600000,1600000
4054,87.079,9.35,9.17,9.55,1000000,1000000
2483,87.0935,7.21,6.67,7.83,590000,590000
2499,87.0998,7.24,7.09,8,9000000,9000000
287,87.1765,1.6,1.49,1.89,2000000,2000000
897,87.1765,2.66,2.54,2.74,440000,440000
7068,87.2202,14.43,14.29,14.66,1100000,1100000
205,87.4005,1.57,1.46,2.03,4000000,4000000
993,87.4005,2.68,2.54,2.97,940000,940000
206,87.512,1.57,1.49,2.03,1800000,1800000
994,87.512,2.68,2.51,2.74,430000,430000
2156,88.0216,6.38,6.01,6.67,420000,420000
5171,88.0216,11.17,11.05,11.69,2900000,2900000
4413,88.0393,10.09,9.94,10.31,5400000,5400000
4611,88.0394,10.48,10.37,10.97,5800000,5800000
5871,88.0394,12.2,11.66,12.4,280000,280000
7169,88.995,14.46,14.38,14.66,700000,700000
1089,89.071,2.71,2.57,2.77,810000,810000
207,89.6192,1.57,1.49,1.77,950000,950000
208,89.8432,1.57,1.49,1.8,1300000,1300000
898,89.8432,2.66,2.54,2.74,270000,270000
6989,89.8825,14.4,14.29,14.55,670000,670000
4067,90.055,9.38,9.14,10.37,88000000,88000000
4972,90.055,10.94,10.37,11.46,3700000,3700000
209,90.0671,1.57,1.49,1.69,600000,600000
3070,90.0914,8.17,8.06,8.34,1900000,1900000
6990,90.9766,14.4,14.09,15.23,11000000,11000000
5012,91.0143,10.97,10.88,11.08,300000,300000
2234,91.0542,6.72,6.5,6.98,440000,440000
4055,91.0583,9.35,9.23,9.74,3000000,3000000
4512,91.7853,10.28,10.2,10.46,1400000,1400000
4129,92.0165,9.52,9.43,9.66,1400000,1400000
4138,93.0447,9.55,9.46,9.74,920000,920000
7170,93.6693,14.46,14.35,14.57,680000,680000
2459,94.0652,7.15,7.01,7.38,430000,430000
151,94.0653,1.55,1.43,1.86,1500000,1500000
7730,94.9296,14.74,14.03,15.46,7200000,7200000
3368,95.0491,8.63,8.49,8.97,660000,660000
4167,95.0604,9.6,9.46,9.69,2200000,2200000
3059,96.0808,8.14,8,8.49,230000,230000
7731,96.9277,14.74,14.55,15.38,1200000,1200000
6034,97.0277,12.46,12.29,13.03,620000,620000
3592,97.0284,8.86,8.57,9.31,930000,930000
5103,97.0284,11.08,10.68,11.28,410000,410000
1603,97.076,3.6,3.51,3.71,1900000,1900000
3912,97.9913,9.08,8.74,9.17,220000,220000
4500,98.9841,10.26,10.17,10.6,1600000,1600000
6709,99.0917,13.98,13.92,14.18,180000,180000
4466,100.0215,10.17,10.09,10.26,1000000,1000000
5082,100.0216,11.05,10.94,11.37,690000,690000
4898,100.668,10.88,10.74,10.94,140000,140000
4284,101.0597,9.86,9.74,10.06,410000,410000
4225,101.0709,9.77,9.66,10.03,15000000,15000000
2170,101.1073,6.47,6.27,6.61,140000,140000
6678,101.1073,13.95,13.78,14.15,400000,400000
3935,102.0338,9.11,8.77,9.2,1100000,1100000
4110,102.0549,9.46,9.33,10.14,57000000,57000000
4542,102.0549,10.34,10.14,10.85,26000000,26000000
1578,102.0904,3.51,3.26,3.91,1200000,1200000
1610,102.0913,3.63,3.37,4.06,14000000,14000000
2037,102.1278,5.63,5.49,6.04,130000,130000
3333,103.0389,8.6,8.46,8.8,510000,510000
2261,103.0542,6.75,6.38,7.92,7300000,7300000
4121,103.0583,9.49,9.35,9.69,2200000,2200000
4557,103.0583,10.37,10.23,10.83,1100000,1100000
1611,103.0946,3.63,3.43,3.94,870000,870000
1742,103.0947,4.03,3.94,4.23,110000,110000
2774,104.0529,7.69,7.49,8.14,6200000,6200000
2775,104.0706,7.69,7.6,7.89,4500000,4500000
3520,104.0706,8.8,8.69,9.14,6900000,6900000
3060,104.1047,8.14,8.06,8.29,2700000,2700000
7529,104.9902,14.63,14.57,15.09,1100000,1100000
7471,104.9937,14.6,14.57,15,2500000,2500000
6825,105.0422,14.26,14.12,14.32,700000,700000
2776,105.0562,7.69,7.57,7.97,260000,260000
3062,105.104,8.14,8.03,8.34,2500000,2500000
3063,105.1103,8.14,8.03,8.49,40000000,40000000
3041,105.1131,8.12,8.03,8.29,1200000,1200000
6992,105.9956,14.4,14.09,15.2,9200000,9200000
7383,105.9963,14.55,14.52,14.72,540000,540000
7772,105.9963,14.8,14.77,15.03,140000,140000
3064,106.1112,8.14,8.06,8.32,1300000,1300000
3065,106.1137,8.14,8.06,8.26,840000,840000
7691,106.9505,14.72,14.43,15.12,960000,960000
2235,107.0491,6.72,6.44,7.6,2200000,2200000
4416,107.0532,10.09,9.97,10.28,3700000,3700000
2112,107.9668,6.18,5.35,6.61,1100000,1100000
3432,109.0283,8.69,8.57,9.03,280000,280000
5553,109.0283,11.63,11.51,11.71,110000,110000
5262,109.0284,11.23,11.05,11.46,290000,290000
4130,110.0269,9.52,9.38,10.11,37000000,37000000
4139,110.0712,9.55,9.41,9.86,54000000,54000000
1383,110.3336,3.03,2.83,3.37,190000,190000
4131,111.0303,9.52,9.46,9.69,820000,820000
4140,111.0745,9.55,9.43,9.77,3100000,3100000
4353,111.0745,10,9.94,10.14,310000,310000
6428,112.0215,13.26,13.06,13.32,67000,67000
4141,112.0227,9.55,9.43,9.69,1600000,1600000
4236,112.0393,9.8,9.66,9.97,410000,410000
2051,112.0505,5.75,5.46,6.61,4600000,4600000
3895,112.0756,9.06,8.97,9.17,480000,480000
6727,112.0756,14.01,13.78,14.09,340000,340000
2063,113.0476,5.81,5.63,6.21,65000,65000
2044,113.0539,5.72,5.52,6.38,240000,240000
4448,113.0709,10.14,10.06,10.23,1300000,1300000
3138,113.1073,8.29,8.23,8.49,6100000,6100000
2648,114.0549,7.52,7.43,7.75,570000,570000
1811,114.0637,4.34,4.17,4.92,560000,560000
5041,114.0661,11,10.85,12.03,46000000,46000000
1870,114.0677,4.63,4.57,4.83,290000,290000
506,114.0913,1.94,1.89,2.17,4900000,4900000
5042,115.0631,11,10.88,11.89,490000,490000
1827,115.0632,4.37,4.14,4.94,1300000,1300000
1813,115.0695,4.34,4.14,4.89,5100000,5100000
5013,115.0695,10.97,10.85,11.97,2000000,2000000
1814,115.0723,4.34,4.17,4.69,170000,170000
2484,115.0753,7.21,7.12,7.49,330000,330000
6537,115.0865,13.55,13.35,14.15,4900000,4900000
2927,115.123,7.92,7.75,8,100000,100000
4614,116.0342,10.48,10.4,10.8,1500000,1500000
1505,116.0528,3.23,3.14,3.4,230000,230000
6563,116.0899,13.58,13.38,13.86,280000,280000
1516,116.1069,3.26,3.11,3.43,240000,240000
3086,116.1069,8.2,8.09,8.32,410000,410000
2179,116.107,6.52,5.92,6.75,310000,310000
4186,117.0658,9.63,9.52,9.72,1900000,1900000
2966,117.0676,8.03,7.86,8.54,1700000,1700000
6564,117.0676,13.58,13.4,13.78,92000,92000
2967,117.0739,8.03,7.83,8.88,24000000,24000000
6539,117.0739,13.55,13.38,13.89,1100000,1100000
2992,117.0767,8.06,7.86,8.46,460000,460000
2527,117.1134,7.27,7.15,7.6,180000,180000
2130,117.1135,6.24,5.63,6.44,130000,130000
4273,118.0611,9.83,9.66,10.06,630000,630000
3308,118.0651,8.57,8.49,8.86,310000,310000
6565,118.0748,13.58,13.4,13.78,78000,78000
2993,118.0749,8.06,7.86,8.54,1900000,1900000
2968,118.0774,8.03,7.92,8.46,480000,480000
2193,118.0786,6.64,6.47,6.72,160000,160000
2902,118.1226,7.86,7.72,8.12,1500000,1500000
3334,119.0491,8.6,8.46,9.06,2100000,2100000
2238,119.0832,6.72,6.32,7.63,970000,970000
2994,119.0832,8.06,7.95,8.54,660000,660000
2239,119.0895,6.72,6.35,7.89,13000000,13000000
2216,119.0924,6.7,6.38,7.24,450000,450000
3143,119.1072,8.32,8.23,8.51,180000,180000
4846,120.0443,10.77,10.66,10.91,2500000,2500000
2202,120.0904,6.67,6.35,7.8,1100000,1100000
3047,120.0929,8.12,7.92,8.51,190000,190000
867,120.9661,2.63,2.57,2.74,360000,360000
4847,121.0477,10.77,10.66,10.85,180000,180000
4123,121.0625,9.49,9.38,9.63,1800000,1800000
2267,121.0647,6.75,6.5,6.92,310000,310000
4113,121.0688,9.46,9.33,10.2,21000000,21000000
2268,121.0841,6.75,6.41,7.95,8000000,8000000
388,121.3403,1.74,1.66,2.17,1000000,1000000
3593,121.5203,8.86,8.8,9.06,240000,240000
7609,121.9695,14.66,14.57,15.14,720000,720000
4114,122.0697,9.46,9.35,9.72,3200000,3200000
3106,122.0712,8.23,8.12,8.46,26000000,26000000
3522,122.0712,8.8,8.46,9.23,1200000,1200000
4142,122.0811,9.55,9.41,9.66,890000,890000
2217,122.0874,6.7,6.58,6.89,330000,330000
425,122.0964,1.8,1.72,1.91,870000,870000
3965,122.5368,9.14,8.86,9.2,620000,620000
7530,122.9245,14.63,14.52,15.17,970000,970000
7732,122.9454,14.74,14.57,15.26,790000,790000
7442,122.9642,14.57,14.09,15.32,2500000,2500000
4946,122.9952,10.91,10.83,11.08,650000,650000
3335,123.044,8.6,8.43,9.11,4800000,4800000
900,123.0552,2.77,2.68,3.03,210000000,210000000
4449,123.0552,10.14,10,10.57,12000000,12000000
3107,123.0745,8.23,8.17,8.43,1500000,1500000
996,123.0916,2.68,2.4,2.83,1200000,1200000
529,123.1167,2,1.94,2.14,160000,160000
1612,123.1167,3.63,3.37,3.86,890000,890000
3548,123.5447,8.83,8.77,8.97,370000,370000
2100,123.9407,6.15,5.95,6.5,100000,100000
5014,123.9793,10.97,10.85,11.05,580000,580000
1234,124.0523,2.77,2.71,2.91,1500000,1500000
4430,124.0585,10.11,10.03,10.26,730000,730000
901,124.0586,2.77,2.68,3,14000000,14000000
4513,124.9997,10.28,10.14,10.8,4500000,4500000
3194,125.9862,8.37,8.2,8.57,360000,360000
