ilp_node_id,node_id,formula,mass,rdbe,category,parent_id,parent_formula,transform,direction,steps,struct_set_id,class,score_database_origin,score_mz,score_known_rt,score_RDBE,score_element_ratio,score_missing_isotope_Cl,score_propagation,sum_score,Input_id,log10_inten,medMz,medRt,score_class,cplex_score,ilp_solution,path
1,1,C18H34O2,282.2558803,2,Metabolite,5718,C18H34O2,,1,0,2,Metabolite,0.5,-0.04931313476573825,NA,0,0,NA,0,0.45068686523426177,1,8.99890043894865,282.25577645233057,2.435506,0.1,0.5506868652342618,1,Oleic acid C18H34O2
5,2,C16H32O2,256.2402303,1,Metabolite,5730,C16H32O2,,1,0,27,Metabolite,0.5,-0.051429232762258754,NA,0,0,NA,0,0.44857076723774125,2,8.663515294262586,256.2400764523306,2.469723,0.1,0.5485707672377412,1,Palmitic acid C16H32O2
9,3,C16H30O2,254.2245802,2,Metabolite,7021,C16H30O2,,1,0,51,Metabolite,0.5,-0.24273533786763685,NA,0,0,NA,0,0.25726466213236315,3,8.659427407772743,254.22457645233055,2.482167,0.1,0.3572646621323632,1,Hypogeic acid C16H30O2
13,4,C3H7N1O2,89.04767847,1,Metabolite,119031,C3H7N1O2,,1,0,86,Metabolite,0.5,-0.10397968890991369,0.97776,0,0,NA,0,1.3737803110900864,4,8.646256977443684,89.04759645233057,13.01224,0.1,1.4737803110900862,1,alanine C3H7N1O2
17,5,C8H16O2,144.1150298,1,Metabolite,5949,C8H16O2,,1,0,134,Metabolite,0.5,-0.15242547792613934,NA,0,0,NA,0,0.34757452207386064,6,8.454946913467957,144.11487645233055,4.210028,0.1,0.44757452207386067,1,Caprylic acid C8H16O2
21,6,C8H16O2,144.1150298,1,Metabolite,5949,C8H16O2,,1,0,187,Metabolite,0.5,-0.15242547792613934,NA,0,0,NA,0,0.34757452207386064,7,8.333747155166831,144.11487645233055,2.820756,0.1,0.44757452207386067,1,Caprylic acid C8H16O2
24,7,C18H36O2,284.2715304,1,Metabolite,119234,C18H36O2,,1,0,241,Metabolite,0.5,-0.390361333299481,0.917605,0,0,NA,0,1.0272436667005191,8,8.431371685457247,284.27117645233056,2.432395,0.1,1.127243666700519,1,Stearic acid C18H36O2
28,8,C5H9N1O4,147.0531578,2,Metabolite,119116,C5H9N1O4,,1,0,280,Metabolite,0.5,-0.24297307589901235,0.7118700000000011,0,0,NA,0,0.9688969241009888,11,8.416190146313905,147.05297645233057,13.49813,0.1,1.0688969241009887,1,glutamate C5H9N1O4
36,9,C5H9N1O4,147.0531578,2,Metabolite,119202,C5H9N1O4,,1,0,374,Metabolite,0.5,-0.09704007857684789,0.780596000000001,0,0,NA,0,1.183555921423153,12,6.613779656572585,147.05307645233057,9.980596,0.1,1.2835559214231531,1,O-acetyl-L-serine C5H9N1O4
40,10,[13]C1C17H34O2,283.25923514,2,Natural_abundance,1,C18H34O2,[13]C1C-1,1,0.01,431,Artifact,0,-0.04737780332462996,0,0,0,NA,0,-0.04737780332462996,13,8.30334105947944,283.2590764523306,2.435506,0,-0.04737780332462996,1,Oleic acid C18H34O2 + [13]C1C-1 -> [13]C1C17H34O2
42,11,C4H7K1O4,157.99814060399999,0,Adduct,1751,C2H3K1O2,C2H4O2,1,0.01,445,Artifact,0,-0.16613908702306615,0,0,0,NA,0,-0.16613908702306615,14,8.305048581951183,157.99797645233056,13.89069,0,-0.16613908702306615,1,CH3COOK C2H3K1O2 + C2H4O2
46,12,C7H6O2,122.0367794,5,Metabolite,6800,C7H6O2,,1,0,458,Metabolite,0.5,-0.011909886617991949,NA,0,0,NA,0,0.48809011338200803,15,8.19576920035485,122.03667645233057,4.21315,0.1,0.588090113382008,1,Benzoic acid C7H6O2
49,13,C5H10N2O3,146.0691422,2,Metabolite,6077,C5H10N2O3,,1,0,492,Metabolite,0.5,-0.15055013055021402,NA,0,0,NA,0,0.34944986944978595,17,5.396103575126533,146.06907645233056,11.29366,0.1,0.449449869449786,1,L-Glutamine C5H10N2O3
54,14,C6H14N4O2,174.1116757,2,Metabolite,5978,C6H14N4O2,,1,0,556,Metabolite,0.5,-0.2440889485470718,NA,0,0,NA,0,0.2559110514529282,18,8.194203191514315,174.11147645233055,16.77067,0.1,0.35591105145292823,1,L-Arginine C6H14N4O2
63,15,C6H13N3O3,175.0956913,2,Metabolite,119056,C6H13N3O3,,1,0,585,Metabolite,0.5,-0.28681125097817983,0.9166800000000013,0,0,NA,0,1.1298687490218216,21,8.060007064417274,175.09547645233056,13.64332,0.1,1.2298687490218214,1,citrulline C6H13N3O3
